1,8.020087242126465,22.5,55.8
2,9.0222647190094,18.7,55.8
3,9.523000240325928,21.6,55.9
4,9.529115438461304,33.6,56.0
5,10.027015924453735,22.3,56.1
6,24.055213689804077,22.2,56.2
7,21.04693102836609,24.9,56.4
8,26.059484481811523,22.5,56.4
9,22.050798892974854,29.2,56.4
10,24.558712244033813,27.5,56.5
11,23.053332328796387,24.4,56.7
15,24.55846333503723,29.9,57.1
20,23.052056312561035,30.0,57.5
25,20.547528505325317,40.4,58.2
30,10.523968696594238,43.3,58.5
35,18.542956829071045,33.4,58.5
40,44.0721492767334,25.2,58.7
